Temperatura de Melting (Cº),Conteúdo GC (%)
85.000,50.25
87.807,57.24
85.392,51.24
86.842,54.26
82.867,48.78
86.341,53.17
86.247,52.92
86.179,53.52
84.798,50.72
88.095,57.39
88.706,59.02
88.211,57.82
85.769,52.15
84.499,49.63
81.993,47.11
83.783,49.44
85.179,54.95
84.008,50.48
85.949,52.72
85.707,52.19
86.930,54.89
85.884,52.72
86.945,54.92
86.861,54.10
87.562,57.12
84.730,49.49
84.622,49.45
82.950,45.25
87.095,55.01
87.554,56.40
85.767,51.69
85.020,51.48
86.580,54.14
86.711,54.87
81.762,43.04
84.301,48.64
83.614,47.00
84.328,48.14
82.293,43.60
81.555,45.35
85.025,50.37
85.308,51.39
85.702,53.10
86.499,54.05
85.564,54.13
85.962,52.21
87.255,55.45
84.647,49.50
85.967,53.55
84.047,47.69
85.642,51.83
85.752,51.75
84.559,49.25
82.474,43.85
80.807,44.44
77.223,36.51
83.214,46.17
85.137,49.83
78.983,38.77
77.081,36.84
80.008,42.34
80.295,39.54
81.932,49.36
80.633,47.41
80.305,40.48
79.178,39.61
85.042,52.01
84.429,49.18
86.405,54.08
85.551,51.97
83.782,48.94
78.914,39.91
80.245,42.05
80.036,44.44
79.414,36.46
77.440,31.82
79.032,35.34
84.498,49.83
83.048,48.45
82.985,46.31
84.527,50.69
85.345,52.22
87.430,55.61
84.034,52.31
82.822,47.25
86.690,55.43
83.012,46.32
81.301,48.30
86.697,55.77
80.689,43.86
86.834,56.83
86.549,54.96
88.306,57.82
89.246,60.01
86.287,57.66
87.271,55.46
87.805,56.86
86.817,57.19
87.538,58.69
87.629,58.17
87.932,59.71
85.932,53.00
87.292,57.87
86.143,57.62
88.278,57.42
87.055,57.60
88.057,58.23
87.924,57.80
88.838,60.48
85.618,52.84
88.000,56.69
87.095,56.17
88.982,59.67
83.396,49.63
81.400,42.36
80.571,40.16
79.257,36.92
83.732,48.74
86.741,53.62
85.600,55.06
83.006,47.04
85.019,50.30
86.127,52.23
79.846,43.01
81.959,45.37
84.776,48.88
87.030,54.47
85.843,52.50
82.313,43.00
82.545,45.05
82.397,44.04
85.675,51.37
85.036,50.04
85.184,51.49
86.779,53.68
77.489,33.57
77.213,33.63
78.548,36.11
78.979,37.57
85.108,50.81
85.508,51.11
84.001,47.80
83.570,47.83
80.406,44.83
82.912,51.19
85.558,51.13
85.125,50.65
86.187,52.83
85.623,51.30
79.078,40.00
84.075,48.01
86.115,52.97
82.971,46.13
82.600,44.99
86.319,53.28
84.125,49.16
85.437,50.70
83.075,51.46
82.228,49.15
82.105,44.75
85.729,51.67
85.894,52.27
86.888,54.83
86.480,53.93
86.344,53.84
86.358,53.19
79.934,43.68
84.490,52.99
85.109,52.00
85.582,52.79
85.945,52.50
82.125,43.84
85.815,51.59
85.084,50.38
85.969,52.20
83.463,47.25
74.872,30.05
87.369,55.38
89.812,61.05
80.689,43.86
85.666,52.01
85.780,52.72
87.097,55.89
86.788,54.17
87.102,54.48
84.760,49.32
78.007,32.94
82.581,44.23
85.018,50.55
86.864,53.97
86.897,55.03
84.573,49.85
84.581,52.28
86.183,53.12
86.023,52.24
79.697,44.93
81.567,46.30
84.243,50.00
86.652,54.37
86.659,54.31
86.282,53.51
87.085,55.35
85.329,50.61
85.809,53.09
82.830,44.61
85.891,52.12
84.380,48.31
86.521,53.60
83.836,46.62
83.557,46.02
82.467,43.58
80.472,39.03
82.776,44.33
80.332,39.24
77.698,37.37
85.199,50.04
82.636,44.59
82.212,44.64
82.644,45.57
82.923,44.42
83.053,45.99
83.205,46.81
84.991,49.31
85.948,52.10
85.306,51.05
86.302,52.99
86.488,53.84
86.445,53.78
84.731,49.56
84.782,49.89
82.343,46.74
86.659,54.68
84.114,48.20
85.733,51.65
84.571,48.84
84.922,52.22
85.502,51.56
85.999,52.34
86.181,53.29
85.410,51.05
84.834,50.45
83.638,48.51
82.283,45.57
83.959,52.05
84.890,50.11
84.841,49.66
84.862,51.77
85.223,50.82
75.067,37.50
82.561,44.44
82.511,46.06
84.397,49.90
85.116,49.90
85.087,50.87
84.642,49.93
83.753,51.96
85.044,49.97
81.014,43.17
79.193,36.76
80.506,40.00
81.400,42.36
83.244,49.26
88.174,58.27
87.368,56.83
88.249,57.30
89.033,60.97
88.806,59.95
87.881,57.80
86.991,57.58
88.496,58.02
86.767,56.28
83.976,49.41
86.832,55.11
85.276,52.78
85.308,52.06
86.999,57.34
86.973,56.89
87.510,56.34
87.900,59.76
89.432,60.76
88.543,58.43
84.866,54.59
86.822,54.10
84.634,50.37
83.487,49.21
85.427,52.72
85.577,56.99
81.301,48.30
83.012,46.32
86.537,55.06
82.822,47.25
84.866,54.59
87.400,55.54
84.132,54.17
84.717,51.16
82.109,44.05
82.875,50.00
82.541,45.23
84.570,51.96
86.564,54.00
84.695,52.75
81.396,43.77
83.341,50.70
84.577,50.18
81.695,44.87
82.847,49.12
84.063,51.06
86.790,55.09
86.803,56.06
86.570,54.02
85.477,53.05
82.246,47.33
81.083,43.07
83.088,49.57
81.056,41.31
77.748,37.14
77.874,38.10
79.609,42.33
80.625,43.14
86.499,54.05
85.564,54.13
86.757,54.71
84.787,51.71
87.498,58.62
88.552,58.48
85.139,52.25
83.396,49.63
88.944,59.64
87.368,56.83
82.895,49.54
87.937,56.76
88.287,58.08
88.838,60.48
87.924,57.80
87.764,57.51
86.575,56.43
88.248,57.32
86.338,58.10
87.183,57.60
86.504,54.39
88.051,60.00
87.721,58.39
87.772,59.26
86.441,56.27
87.844,56.43
86.287,57.66
89.246,60.01
88.306,57.82
86.549,54.96
86.834,56.83
80.689,43.86
86.697,55.77
86.459,59.14
81.301,48.30
83.012,46.32
86.690,55.43
83.059,47.83
84.668,54.11
87.445,55.65
83.888,53.57
84.856,51.52
82.952,45.80
84.694,51.67
86.525,53.90
83.919,52.11
79.662,47.62
82.968,46.15
84.034,49.75
86.338,54.11
86.523,54.39
85.796,52.23
85.285,52.58
82.329,46.53
82.623,46.51
81.942,47.92
81.918,45.88
81.179,45.77
82.087,47.49
83.239,52.12
77.657,37.57
80.233,43.75
84.899,49.27
80.955,44.30
84.561,51.68
84.298,50.88
83.157,46.70
82.178,43.78
85.910,55.23
85.523,50.80
85.645,51.11
85.719,52.75
85.846,52.51
85.887,53.17
86.845,54.49
85.506,52.01
85.981,52.42
85.896,52.57
86.113,52.71
84.379,51.46
85.590,51.95
84.630,51.82
80.673,41.80
84.778,49.66
86.265,52.99
86.157,52.64
85.196,50.79
86.328,53.15
85.020,50.76
82.814,47.32
84.421,49.31
85.173,50.38
85.083,50.54
86.767,54.20
85.657,51.37
85.289,50.77
84.675,49.04
85.446,51.82
84.866,50.76
83.628,47.27
86.807,54.62
86.334,53.04
85.585,51.49
86.251,53.29
86.239,53.22
78.178,42.06
81.756,46.76
83.941,49.21
85.034,51.20
86.484,54.75
87.439,55.50
86.109,52.88
85.750,52.82
85.624,52.30
84.163,48.90
85.736,51.63
84.643,50.17
85.748,52.26
85.764,51.84
85.169,51.29
82.212,45.99
86.981,54.95
84.594,50.64
83.449,48.05
83.031,49.37
84.913,50.23
86.343,52.91
85.699,53.07
84.171,52.08
85.387,52.00
86.102,52.82
84.777,51.47
86.463,54.48
88.085,56.81
85.024,52.59
83.833,47.67
84.259,49.31
86.444,53.59
80.300,51.11
86.151,53.02
86.468,53.91
86.307,53.22
84.269,48.30
83.727,47.82
86.439,53.42
85.671,51.63
81.756,45.10
83.901,47.10
86.006,53.07
84.712,49.87
84.745,50.22
85.484,52.11
84.314,47.93
84.243,49.12
81.652,46.67
85.061,50.04
83.550,50.63
85.984,52.64
83.857,49.16
86.988,54.87
86.328,53.22
84.758,50.07
85.808,51.81
85.545,53.66
80.260,43.92
84.832,51.58
86.718,53.61
86.811,54.54
82.219,45.66
82.812,44.69
83.191,45.58
83.807,47.52
84.984,50.59
84.008,47.37
85.464,51.22
81.570,42.00
85.363,51.50
86.156,53.14
86.760,54.26
83.002,48.30
84.984,49.73
87.094,54.64
85.095,50.72
86.038,52.72
83.009,50.52
85.865,51.98
81.541,42.30
84.104,49.46
86.756,54.93
84.123,49.09
87.001,55.15
83.733,50.00
86.839,54.02
86.559,54.07
68.367,35.56
83.368,48.46
82.875,50.00
83.913,48.62
85.130,49.97
80.765,39.34
84.444,49.28
86.538,54.09
81.216,43.99
85.605,51.92
81.911,43.76
85.419,51.87
84.727,50.42
86.160,52.73
78.176,33.99
84.438,52.27
85.795,51.50
84.822,50.20
83.803,47.01
81.290,41.43
83.567,49.00
84.655,49.08
81.352,43.93
83.623,49.26
84.450,49.15
85.483,51.58
85.030,51.22
84.624,50.62
86.513,53.97
87.102,55.06
88.458,58.28
87.234,55.65
86.653,54.05
86.279,53.66
83.745,47.68
83.816,47.94
85.447,51.84
87.215,56.65
87.202,55.44
87.610,56.18
84.949,50.76
86.491,53.59
85.948,53.30
85.883,54.17
83.944,50.92
86.462,53.50
81.237,41.02
87.277,55.20
87.120,55.36
87.094,56.34
86.003,52.13
83.861,47.96
85.251,50.84
85.962,53.27
85.187,53.21
86.453,53.94
81.635,42.42
84.034,47.91
82.953,45.34
83.015,45.64
83.507,46.55
84.711,49.20
84.955,50.05
81.691,45.42
83.400,48.07
84.898,50.00
84.766,49.83
85.271,51.11
85.527,51.94
85.110,49.92
84.755,49.38
80.483,38.91
83.374,45.88
84.896,51.19
86.162,54.59
84.815,50.06
86.156,52.88
84.906,52.30
84.324,52.16
81.828,46.18
81.211,46.45
83.556,48.89
82.532,44.91
85.879,52.49
86.601,54.05
85.306,50.53
85.557,51.47
85.010,50.31
86.789,54.48
85.629,51.26
86.302,54.30
86.743,55.03
87.380,55.47
84.788,52.01
81.820,45.33
85.128,56.11
85.334,50.73
86.271,54.23
86.671,53.99
85.177,50.22
86.751,54.08
84.801,49.79
85.364,51.44
85.968,52.82
82.390,45.32
85.205,51.68
85.188,50.99
81.652,46.67
80.674,42.71
80.583,43.33
84.613,49.62
85.842,51.97
86.181,53.29
85.126,49.93
86.004,53.22
83.751,48.19
85.170,50.39
86.487,53.11
86.190,52.73
82.858,48.95
81.657,45.29
83.859,48.10
82.859,47.37
86.072,53.04
84.121,50.13
82.437,48.05
85.481,52.05
85.419,51.89
85.108,49.88
85.636,52.42
83.827,49.58
83.470,49.48
86.628,54.03
87.240,56.39
86.572,53.53
85.756,51.69
84.543,49.31
86.091,52.53
85.476,51.44
86.184,52.83
84.042,47.92
84.305,48.94
85.181,51.02
85.980,52.62
85.990,53.43
81.953,43.62
86.877,55.94
85.528,51.96
85.143,51.76
86.795,54.09
85.567,52.56
85.065,50.67
84.137,50.00
85.003,50.67
85.560,51.65
85.852,51.60
83.996,47.68
85.691,52.34
84.627,50.26
86.365,53.06
79.137,37.22
85.483,53.28
87.023,54.55
86.945,54.83
86.055,53.49
84.013,49.74
86.564,54.00
86.462,54.01
86.598,53.68
86.086,52.41
85.059,51.59
86.408,53.08
86.121,53.07
85.345,51.24
84.218,49.22
82.632,46.72
82.275,45.22
84.689,49.12
85.160,50.94
85.922,52.08
85.516,51.52
83.594,48.02
82.928,48.81
83.857,50.00
81.514,42.97
81.779,46.25
85.461,51.16
85.942,53.15
82.691,44.61
77.955,35.34
81.011,41.17
81.685,43.95
83.857,55.07
79.733,42.16
82.749,47.01
80.595,42.65
81.571,45.68
74.900,35.09
81.694,43.88
83.753,51.96
85.447,54.68
85.510,54.33
85.984,53.40
83.857,51.52
85.154,52.73
88.280,57.46
86.844,54.79
84.008,50.48
86.339,54.06
85.187,53.21
84.053,49.64
77.980,34.03
84.252,49.69
83.474,48.63
85.984,53.80
86.276,53.16
85.502,54.01
83.406,46.32
81.890,47.69
79.701,40.43
85.423,52.28
85.787,51.61
84.545,49.77
82.540,48.44
83.546,47.16
86.397,54.05
85.541,52.17
84.387,48.95
83.380,47.28
86.129,53.47
84.556,48.63
86.039,52.43
83.934,49.39
84.706,51.64
84.844,49.46
86.866,56.52
86.991,54.89
82.562,48.29
85.664,52.47
83.077,46.88
78.883,35.18
78.955,35.35
85.310,53.65
86.964,54.55
87.327,55.92
87.567,57.06
88.468,58.37
85.474,52.93
86.920,54.79
85.691,53.33
86.147,53.03
86.272,55.07
86.274,55.46
86.111,53.39
83.700,50.37
83.825,47.71
79.802,38.30
83.297,51.32
82.668,48.68
85.641,52.08
85.770,51.62
83.452,51.91
86.240,53.38
86.170,53.20
86.906,56.26
85.958,52.22
86.684,54.89
84.284,48.71
80.944,40.03
81.960,43.17
80.825,41.79
86.024,52.74
83.905,48.27
80.080,38.84
81.254,42.18
77.802,33.33
84.988,50.20
83.700,50.37
89.232,60.27
87.300,56.67
87.837,56.46
88.845,59.44
89.033,60.97
88.806,59.95
88.175,58.51
86.867,57.27
88.954,60.26
88.620,58.51
86.767,56.28
85.571,53.24
86.559,54.76
84.525,52.43
86.437,56.03
89.369,60.49
87.853,56.75
85.460,56.04
86.342,52.93
83.133,46.86
83.227,48.57
85.471,52.78
85.577,56.99
80.680,47.73
81.436,46.99
86.460,54.87
83.178,48.12
84.866,54.59
85.564,54.13
86.499,54.05
87.489,55.75
83.644,52.98
84.665,51.05
82.952,45.80
85.492,53.61
86.486,53.81
83.726,51.64
80.052,48.57
83.641,47.87
81.038,43.27
77.175,37.91
83.942,49.86
80.171,42.67
85.594,52.22
87.465,57.92
86.656,54.24
85.574,53.29
81.948,46.93
81.605,42.64
81.462,48.37
77.223,36.51
79.392,41.80
84.883,49.23
79.934,42.65
82.206,43.40
83.027,45.74
80.389,38.94
85.160,50.34
85.014,49.90
80.500,39.75
83.990,47.84
84.453,49.02
84.778,49.79
85.886,52.31
86.051,53.23
84.743,50.64
84.787,51.71
87.498,58.62
88.552,58.48
83.220,45.25
84.937,52.60
86.314,53.60
85.892,52.56
86.477,53.97
86.790,54.53
83.051,46.05
80.642,41.36
87.585,56.81
86.067,54.17
87.403,57.44
84.256,52.70
87.212,57.72
84.748,53.03
82.521,49.23
83.942,49.86
82.767,47.27
85.218,50.71
83.134,47.05
84.673,49.27
85.050,50.00
83.926,51.75
85.616,51.74
86.163,52.76
85.198,50.79
85.614,52.00
72.782,43.14
86.712,54.56
87.986,57.24
86.943,54.90
86.275,53.28
86.947,55.84
87.167,55.96
85.627,52.12
85.923,53.27
83.296,46.11
82.284,43.44
85.351,50.75
79.232,36.79
86.725,54.12
79.976,37.61
79.516,38.04
80.214,38.61
80.611,39.41
77.379,31.44
78.747,34.89
77.383,31.32
76.525,29.99
76.761,29.96
76.671,30.27
85.116,50.67
83.046,45.48
83.910,47.24
86.854,54.55
86.690,54.10
86.767,54.16
86.732,54.12
87.084,55.00
87.406,55.74
87.202,55.39
86.699,55.69
87.556,56.52
86.745,54.37
83.780,48.27
82.947,45.65
81.926,42.53
86.706,54.19
85.929,53.78
85.293,51.19
86.335,52.84
86.121,54.50
86.400,53.51
86.301,52.97
80.720,42.18
81.216,43.99
86.192,52.59
88.627,59.97
84.110,48.75
86.912,55.12
87.734,56.63
85.829,51.67
84.395,49.34
85.574,52.27
87.200,55.37
87.885,56.45
87.875,56.43
87.247,55.37
86.650,53.92
86.325,53.94
83.714,49.55
86.658,53.96
79.315,38.99
84.753,49.78
83.392,46.67
84.309,48.51
85.515,51.18
81.128,43.86
81.083,42.16
84.631,49.09
86.086,53.10
85.451,51.28
85.265,50.63
87.207,55.62
87.471,56.31
85.142,51.00
84.164,48.47
86.849,55.06
86.611,54.50
81.267,45.00
80.193,40.80
79.713,40.00
82.592,47.62
84.951,50.36
84.227,50.74
79.985,37.97
83.075,44.82
80.134,38.96
79.836,38.67
79.847,40.78
86.575,53.96
86.223,52.61
85.533,50.66
79.057,38.36
86.654,54.18
86.673,54.18
87.064,54.60
86.499,54.05
85.438,53.82
81.034,41.99
84.034,49.26
84.535,49.58
85.493,50.95
81.334,44.98
84.004,51.11
89.107,59.97
86.753,55.33
87.669,56.05
88.845,59.44
89.033,60.97
88.806,59.95
88.175,58.51
86.867,57.27
88.419,57.82
86.900,57.61
84.170,49.88
86.887,55.25
84.095,49.87
87.818,57.85
86.680,57.45
87.194,58.10
87.736,56.87
85.438,53.82
86.499,54.05
87.072,54.89
85.651,56.34
88.195,57.39
83.879,48.85
86.697,55.77
86.459,59.14
81.301,48.30
83.012,46.32
86.153,54.12
84.604,53.70
86.034,56.50
83.533,52.22
87.449,55.62
78.537,37.78
81.369,41.46
84.917,51.35
80.418,44.10
84.034,48.68
82.629,49.05
80.689,41.54
81.301,46.89
84.919,51.14
85.611,53.24
83.377,50.21
82.136,47.69
81.918,45.88
84.034,50.86
86.265,53.85
84.147,48.24
82.681,47.47
82.274,47.95
85.641,52.47
80.283,41.84
80.929,41.30
83.644,50.18
80.385,39.86
79.323,38.48
80.755,46.06
76.518,36.81
83.647,49.83
85.651,52.16
85.328,51.62
81.211,46.45
81.301,46.35
82.516,48.61
81.670,46.40
82.970,45.36
81.301,46.89
83.253,48.18
83.853,49.59
84.270,52.26
82.759,52.59
82.233,47.06
82.288,43.36
86.084,53.55
87.461,56.69
87.006,55.23
87.836,56.99
86.151,53.16
86.897,54.19
85.993,52.16
85.282,51.02
85.805,53.06
85.988,53.54
86.627,54.59
86.831,54.29
86.491,53.94
88.449,58.46
86.373,54.26
86.790,55.13
87.205,55.59
87.883,56.95
84.827,49.94
83.890,49.37
86.213,53.74
86.758,54.69
83.908,48.06
80.413,42.92
85.576,51.41
85.394,50.97
85.128,50.54
83.090,45.17
85.084,50.45
85.806,52.16
86.491,53.71
84.990,50.82
86.591,54.36
86.204,52.58
86.454,53.40
86.321,53.63
86.212,53.14
85.821,52.45
85.600,51.61
85.312,50.76
85.609,51.80
81.899,43.20
85.443,51.08
84.496,49.09
83.694,47.13
87.528,55.91
86.330,53.57
87.405,55.97
86.260,53.13
85.771,55.69
84.563,50.09
86.145,52.64
86.783,54.61
82.231,43.98
83.253,46.91
85.329,50.61
85.407,50.69
85.486,51.32
86.151,53.02
85.704,51.51
83.535,48.99
86.409,53.48
85.919,53.02
86.385,53.09
83.574,49.82
85.921,52.48
83.387,50.44
85.966,52.07
84.574,48.46
85.451,52.01
86.502,53.85
86.341,54.48
88.095,57.20
85.981,53.96
85.948,57.14
86.945,55.42
86.903,55.51
86.714,55.18
85.217,51.58
86.749,56.00
87.289,56.02
88.452,59.20
87.795,56.33
85.214,54.17
86.502,55.15
78.021,39.39
84.419,50.10
86.652,53.79
86.443,53.28
85.671,52.53
87.760,56.90
86.247,53.22
85.207,50.63
84.975,49.42
83.404,47.00
85.613,50.95
85.733,52.38
86.886,53.90
85.256,51.60
85.448,50.90
86.895,54.11
86.438,54.22
85.808,51.32
86.795,53.94
85.375,51.02
86.253,56.86
84.600,49.92
84.860,49.71
81.916,42.89
77.717,32.40
83.204,45.78
86.344,53.20
88.076,57.27
87.444,55.95
86.615,53.99
84.264,48.54
86.560,54.45
85.564,54.13
86.499,54.05
85.869,52.16
84.945,50.45
86.603,53.95
85.952,53.59
83.456,48.12
81.817,43.28
85.499,51.30
84.863,49.95
85.778,51.54
86.104,53.09
85.457,50.88
85.376,53.57
83.419,48.32
82.069,46.44
87.541,56.12
88.478,58.77
86.776,54.78
87.577,56.92
88.573,58.47
86.501,53.63
84.570,51.96
83.430,47.84
85.034,50.44
78.829,34.97
82.456,45.24
88.094,57.41
87.137,55.03
88.133,57.33
85.441,54.13
85.718,52.97
86.178,54.14
86.775,54.60
87.810,56.33
87.723,56.58
86.816,55.89
87.613,56.07
85.419,51.89
85.567,53.15
84.758,49.73
85.158,50.41
84.498,49.83
86.033,52.21
87.246,56.37
83.769,48.48
84.663,50.88
85.990,52.45
87.375,55.38
86.101,52.54
85.952,53.59
85.088,51.45
84.784,50.39
85.388,51.85
81.707,44.35
86.813,54.81
82.883,45.23
85.972,52.97
84.674,49.93
85.776,52.69
84.212,48.66
85.207,51.09
85.674,52.81
86.232,52.83
84.084,49.28
87.583,57.16
87.445,55.95
87.072,55.41
84.021,48.48
87.130,55.72
86.848,54.73
86.168,52.95
86.009,52.71
87.706,56.66
87.559,56.27
85.754,51.47
84.563,52.33
85.124,51.55
85.593,51.98
87.005,55.39
87.129,55.34
86.073,52.95
85.460,52.36
81.864,42.82
82.243,44.64
83.135,47.32
84.770,50.90
85.903,52.83
87.074,54.55
83.423,47.34
85.805,53.50
85.865,51.70
87.411,55.84
84.437,51.93
85.195,50.41
78.638,34.69
85.661,52.25
84.271,48.55
84.083,47.84
81.841,42.39
84.816,50.37
82.579,45.73
81.781,43.06
79.402,36.23
79.680,42.94
83.589,47.53
82.503,43.91
85.772,52.24
85.566,51.26
85.478,51.47
85.502,51.17
81.705,41.78
81.589,41.75
80.487,40.00
81.553,40.96
82.853,45.08
83.835,46.90
83.870,47.24
82.938,45.91
78.983,38.77
82.246,47.33
85.547,51.68
87.164,55.29
85.444,50.82
83.576,47.21
86.155,53.26
87.467,55.53
88.236,58.09
87.847,57.09
86.543,53.77
84.184,50.76
85.349,51.14
86.649,54.02
85.187,53.21
86.304,53.19
84.729,49.38
84.741,48.95
83.897,49.72
83.284,48.12
85.696,51.78
82.931,46.22
86.292,53.04
81.420,43.86
85.577,51.65
83.772,51.60
86.921,54.32
87.095,55.36
84.636,49.74
84.970,50.21
83.621,50.39
84.921,49.54
83.294,47.25
85.631,52.00
82.729,47.15
87.234,55.81
88.231,58.01
87.310,56.05
86.914,55.16
86.340,53.49
86.788,54.92
85.438,51.52
86.465,53.96
87.624,56.28
85.818,51.95
87.304,56.00
84.745,50.52
85.473,52.89
85.285,52.58
85.014,50.46
86.712,54.56
86.230,53.18
87.471,57.49
87.003,55.76
87.515,56.53
87.381,55.73
88.753,59.05
87.148,55.26
88.603,58.84
88.305,58.54
87.993,57.19
85.088,53.47
86.963,57.44
88.234,58.11
87.854,57.65
86.790,55.13
84.871,51.25
84.278,50.89
86.943,54.30
85.025,50.37
86.992,54.49
87.002,55.08
83.820,48.26
87.467,55.66
85.793,51.68
86.951,54.17
82.794,47.06
86.265,53.19
82.199,48.26
86.356,54.08
87.186,54.96
86.482,54.05
85.676,52.38
87.115,55.36
85.601,51.88
84.492,49.91
84.208,49.68
87.311,56.63
87.274,55.18
86.430,53.80
87.444,55.83
86.049,53.46
86.835,54.28
86.996,54.60
86.812,55.68
87.307,56.26
84.985,51.93
86.282,52.76
84.980,50.41
86.358,53.48
86.683,53.96
85.150,52.78
86.020,53.15
86.029,52.48
85.878,53.11
86.222,53.18
86.254,53.99
84.692,48.86
85.528,51.10
83.734,46.48
82.055,48.85
83.239,47.09
84.019,48.89
86.798,54.18
86.890,54.46
86.486,53.54
82.516,48.61
85.770,51.73
86.280,53.18
84.430,49.60
86.921,54.67
86.254,53.17
86.767,54.54
86.050,52.64
85.381,52.78
83.688,47.25
84.193,48.54
84.541,49.84
85.190,50.00
87.798,56.38
86.580,53.12
85.924,52.72
83.464,46.85
87.501,56.07
83.014,50.25
84.888,52.38
88.286,57.70
85.226,51.94
83.857,50.00
83.737,49.10
86.321,53.25
85.761,53.37
86.722,54.88
86.563,54.35
85.031,50.53
85.506,51.21
87.587,56.40
84.862,50.06
86.448,53.45
85.503,52.60
86.078,55.45
87.180,55.84
86.671,54.11
84.266,50.12
87.246,55.90
87.424,56.16
87.428,55.75
83.142,45.73
87.246,54.88
85.256,50.67
86.211,52.95
86.065,52.64
84.348,51.03
86.761,54.23
86.308,53.92
86.121,52.64
88.098,56.89
85.355,50.67
85.791,53.37
85.968,53.30
85.560,51.83
81.049,44.06
84.680,51.44
87.461,56.69
86.261,53.77
85.798,52.32
84.937,50.66
85.581,51.69
86.671,53.78
86.665,55.62
85.199,50.78
85.420,51.96
84.034,48.78
86.317,52.99
86.056,53.25
86.976,54.76
84.694,49.66
84.898,50.85
83.564,48.70
85.804,52.75
87.486,56.26
84.014,49.52
85.711,52.50
87.115,54.64
84.547,48.82
86.047,56.04
84.526,48.81
85.795,51.44
86.509,54.37
85.872,52.40
85.222,51.22
82.380,46.20
70.712,39.58
84.563,49.01
85.685,51.78
85.756,52.01
82.385,46.01
82.659,45.66
84.408,48.57
84.917,51.35
83.256,48.28
86.030,53.12
84.079,49.00
83.968,51.41
86.749,54.19
85.509,51.67
85.592,51.45
84.627,50.17
84.761,49.83
85.913,51.99
83.698,49.42
84.034,50.86
83.560,48.22
84.662,50.72
80.840,43.78
79.802,38.41
80.948,41.01
79.062,35.69
84.156,51.48
85.564,54.13
86.499,54.05
87.498,58.62
84.895,51.97
85.809,56.28
82.703,46.96
84.794,54.17
87.298,55.29
81.773,44.85
79.217,36.56
84.927,50.80
82.618,45.05
83.042,46.24
80.216,39.51
83.383,46.69
80.705,42.57
79.275,36.03
77.161,32.85
77.622,34.09
77.507,31.50
77.344,31.28
78.424,34.00
79.914,42.51
81.926,42.96
85.054,49.42
78.713,34.59
80.149,38.18
80.023,38.10
86.188,53.17
88.124,57.60
88.068,57.35
88.482,58.47
85.585,51.32
86.037,53.39
83.469,48.00
82.642,50.94
84.963,53.00
82.817,46.05
83.406,48.15
84.016,49.33
82.703,46.96
85.252,53.33
86.576,53.78
84.907,51.62
84.701,53.25
86.727,56.20
85.998,52.03
84.281,48.54
84.388,48.55
88.338,58.31
86.032,52.77
87.037,55.02
85.834,52.71
85.986,55.06
84.111,49.15
86.354,53.37
87.619,56.21
85.067,51.55
85.777,51.70
84.091,49.65
85.928,53.44
82.491,49.46
86.683,53.59
85.098,51.70
86.512,53.86
86.948,56.22
86.822,54.49
86.370,55.65
85.705,52.31
86.061,55.00
84.012,48.19
87.811,57.14
88.115,57.43
86.389,53.40
86.731,54.32
88.299,57.61
85.540,52.65
85.958,52.56
87.700,56.45
85.984,52.28
86.123,54.35
85.331,52.80
87.632,57.03
87.009,56.17
87.745,56.43
88.142,58.01
88.369,57.91
87.330,56.70
84.318,50.00
85.085,52.71
86.964,55.21
85.746,55.31
87.439,56.06
88.048,57.67
86.057,52.19
84.219,50.56
87.861,56.48
81.488,42.31
85.280,54.85
88.179,57.63
87.457,57.07
84.878,51.72
85.619,51.76
86.076,52.72
86.270,54.07
86.681,54.72
85.666,51.81
85.810,53.54
86.859,55.27
84.586,51.92
82.844,47.53
85.522,52.31
86.744,54.13
86.361,53.69
84.484,48.94
83.281,48.98
85.702,52.06
86.931,55.61
86.844,55.15
85.392,51.14
84.965,51.21
85.277,50.48
85.351,50.33
79.854,44.44
85.138,51.02
87.609,56.10
87.833,56.61
83.474,48.63
86.941,54.72
85.605,55.17
83.251,46.88
87.177,55.90
85.437,50.93
83.147,46.06
84.880,49.69
84.826,49.43
85.266,51.49
82.989,45.93
83.448,46.30
84.069,48.09
85.315,50.73
85.896,51.95
85.338,51.39
82.814,47.32
82.816,48.59
86.690,53.69
85.583,51.38
85.122,49.76
86.449,53.47
85.864,52.03
85.291,52.44
86.306,53.77
84.755,52.12
83.583,47.80
84.497,49.23
85.499,51.14
85.902,52.17
86.803,54.31
85.827,52.48
86.446,53.61
84.439,49.54
83.946,47.38
87.035,54.67
85.495,51.09
83.782,48.94
83.877,47.95
85.970,52.50
85.897,54.29
84.453,49.02
81.948,46.93
87.467,56.05
86.305,54.95
86.584,54.40
86.065,52.73
86.473,53.59
86.225,52.93
87.225,55.12
87.105,54.50
85.546,50.78
86.840,53.87
85.502,54.01
85.581,53.43
85.168,51.60
85.775,53.50
85.055,50.69
86.093,53.08
86.756,53.85
84.188,49.34
78.791,42.18
86.161,53.62
85.102,50.98
80.402,43.38
86.633,54.18
87.282,55.61
86.061,52.18
86.068,52.81
86.157,52.81
86.224,53.31
84.945,50.65
85.553,51.23
85.659,52.23
84.729,49.82
86.364,53.38
82.693,44.39
79.396,37.28
80.581,39.75
76.842,31.67
77.489,33.57
76.967,31.91
77.384,32.93
78.710,34.57
76.096,32.88
79.072,36.49
77.030,32.41
